X,Y,Z,name,
7.84048709300022,47.8168854198718,52.8973149749661,CFB001,
7.97591063167841,47.8855422419854,67.0012288590647,CFB002,
8.03847580264927,47.8658480680351,109.862942424853,CFB003,
8.29343681000433,47.8084026409936,93.4716661522469,CFB005,
7.9939402378933,47.8782256994215,214.21581919972,CFB007,
7.96099926400955,47.8732033197502,14.7148115428889,CFB008,
8.21740607942806,48.202455048303,69.5366119295208,CFB009,
7.92841893446913,47.9015696753672,26.8937433472931,CFB010,
7.73244160609928,47.7651693153792,228.792818418542,CFB011,
7.90287626546081,48.0178371629654,50.8184283155868,CFB014,
8.0663660335452,47.8871360777766,124.543918573477,CFB015,
7.83096584258745,47.8372319767087,60.6894710622297,CFB016,
8.27536750969109,47.803921923892,121.995794067266,CFB018,
7.7690679418813,47.7950154125194,85.516590870161,CFB019,
8.25333882806745,47.8276721548508,183.74194808892,CFB020,
8.04410410923602,47.8783784947565,78.7252822002488,CFB021,
7.90709994682198,47.941665880115,81.2046741082853,CFB022,
8.01187742136622,47.9161015299436,88.0626411354408,CFB028,
7.6814217484202,47.6775843046116,81.6792900748348,CFB030,
7.70779059751513,47.6868271088106,128.267806761616,CFB031,
7.78716665539904,47.7803291604562,212.767616146413,CFB033,
7.78266069762521,47.870859325916,54.0618201478169,CFB035,
7.91713985855326,47.909965886882,35.1061368815734,CFB037,
8.33505497466101,48.0014096394809,101.415867094169,CFB038,
7.90377938796158,47.9505240192277,33.6769649659641,CFB039,
8.11844967196709,48.1752980369976,93.6670135035854,CFB044,
8.28455815775915,47.6665417689751,184.212545868096,CFB045,
8.33988167256445,47.8394731904394,117.331168304931,CFB047,
8.34998586885471,47.8455762237977,64.8051460927463,CFB048,
8.62472617450388,48.0239013034836,78.130757513476,CFB050,
8.30924380685641,48.1410991967452,111.401956505711,CFB053,
8.4533694419352,48.1093504361313,85.3208198001917,CFB054,
8.43539051154839,48.127334142159,49.1535655007391,CFB055,
8.06565171382892,48.160404278843,141.243920031188,CFB056,
8.51867844971938,48.1407181354176,95.5054374644744,CFB057,
8.52699405907728,48.007295494133,79.2774307524488,CFB058,
8.35838812891836,47.6985559148293,162.447413819687,CFB059,
8.30440575132348,47.7005936708845,149.262817614935,CFB060,
8.27391041555776,47.6486296529032,96.0535951530489,CFB061,
8.2734343706391,47.6588243856579,82.2136663235853,CFB063,
8.36041173866817,47.7330294630496,154.392945846669,CFB064,
8.34232075227399,47.7393356968002,119.520624177652,CFB065,
8.45169916458425,48.1646512769812,136.431499116403,CFB067,
8.16698162067417,47.6873122549129,183.962158694668,CFB068,
8.29168914832956,47.7319645517046,93.1418366814929,CFB069,
8.50755032051021,48.1199484875003,78.5313510973106,CFB071,
8.48100037071871,48.1431687906352,119.285163525982,CFB072,
8.04654795383527,48.0377375382468,87.6737650611737,CFB073,
7.98017575520973,47.6417916736082,189.546960419308,CFB075,
8.29032804381435,47.6559702970167,128.661654578803,CFB076,
8.30085873062688,47.7372168719203,82.8862702241314,CFB077,
8.37253820251818,47.8381847515778,49.2772526993247,CFB078,
8.16410412228415,47.938723873048,53.8670543188771,CFB079,
8.06199857348853,48.0310624590561,159.134413425343,CFB083,
8.43675242157659,48.1147896493415,123.843580800672,CFB084,
8.4165363184196,48.1524012978409,155.822666305821,CFB085,
8.46872226205678,48.1205019721751,102.647580466002,CFB086,
8.12830203198508,47.9806938668796,205.407644188735,CFB087,
8.50358844818962,48.1655893832015,112.864188868073,CFB089,
7.96843389034566,47.7413395360917,128.68160546141,CFB091,
8.2033104624972,47.7315533719152,114.321267318515,CFB093,
7.96755432626867,47.6667950921863,228.426599837527,CFB094,
8.18284408369179,47.6975368311212,96.0515876873622,CFB096,
8.17243746707889,48.0016900624342,49.2621075766963,CFB098,
8.06754499201101,48.0388987653434,131.027495085504,CFB101,
8.35058466510298,48.1508555237839,180.02003916658,CFB102,
8.35590494121792,48.112178038279,107.974964632911,CFB103,
7.93641502081101,47.6747280508464,110.268623641368,CFB104,
8.27845465985886,47.7387577529283,75.5039077714037,CFB105,
7.90745607978491,47.6861808620251,123.748488408221,CFB106,
8.12690885179737,47.677250605362,231.713614098864,CFB107,
8.03062348581602,47.7482730944437,138.190272991532,CFB108,
7.74571492477246,47.7668981386139,162.600822332342,CFB109,
8.22373741497752,47.7696731578955,100.21600563304,CFB110,
7.80741141473422,47.7181405529047,183.589684661378,CFB111,
8.07466059889986,47.8985553805165,215.991177002262,CFB113,
7.89991618454011,47.9646899090558,68.6477574949106,CFB114,
8.37993724780418,48.1136347639455,242.278788239515,CFB117,
8.09925808422909,48.0425277489137,69.2382316932175,CFB118,
8.19081327963,47.7360455957104,124.511796268644,CFB119,
7.88860399496906,47.6729564666227,180.887707032984,CFB121,
7.74872034796149,47.6692297169753,169.228245160517,CFB122,
8.11325771061552,47.6674806457516,88.9788774328292,CFB123,
8.06207395308811,47.7160005516372,79.9726263137024,CFB124,
7.70040177710901,47.7254602565568,83.9272375780041,CFB125,
8.12386000078927,48.2684125352034,117.123352605174,CFB127,
8.11211357744356,47.8863108433195,84.5883713028002,CFB128,
7.97922810168204,48.013630448745,83.0460123180396,CFB129,
8.07317796776273,47.9076979910807,144.609238244355,CFB130,
8.3681086975149,48.1496404737189,139.993292124607,CFB132,
8.05144686077358,48.1218631218455,87.9129366368142,CFB133,
8.3173545915862,48.1519233876887,144.514981943805,CFB134,
7.69638750636084,47.6811441699916,109.269939962295,CFB135,
8.29692467774866,48.2135782297148,44.9536902390722,CFB137,
8.29190396639343,48.2427802452533,41.8342928923442,CFB138,
8.42994448916117,48.1554110080225,107.512600880885,CFB140,
8.23330120487577,48.123405536893,86.8846345032836,CFB148,
8.16185143990176,48.146955496362,140.291217279539,CFB151,
8.14818613415137,48.1288448340117,71.6874715919805,CFB152,
8.09229155197748,48.1133743520034,98.1213845564391,CFB156,
8.26677727733339,47.8142462362876,117.674380118637,CFB165,
8.31405382985904,47.7807551653338,129.914432718024,CFB167,
8.32726801229457,47.7351544943815,77.5833329145153,CFB176,
7.89943436683101,47.7759905557918,51.6219005189459,CFB178,
8.1859185345325,47.793842440722,94.124902090834,CFB179,
8.1661820362543,48.1646528898971,152.295006552226,CFB181,
8.3249906041157,47.8385401559659,38.735690010091,CFB186,